00:00:00.004787 main     VirtualBox COM Server 7.0.10 r158379 win.amd64 (Jul 12 2023 18:34:34) release log
00:14:37.509613          netIfIsWireless: CreateFile on '\\.\{473919BF-43B3-411F-A782-174F0184BF93}' failed with rcWin=2 (0x2) - ignoring
00:14:37.679588          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:14:58.548609          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:14:58.587748          netIfIsWireless: CreateFile on '\\.\{473919BF-43B3-411F-A782-174F0184BF93}' failed with rcWin=2 (0x2) - ignoring
00:14:58.634019          netIfIsWireless: CreateFile on '\\.\{473919BF-43B3-411F-A782-174F0184BF93}' failed with rcWin=2 (0x2) - ignoring
00:14:58.838457          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:15:41.429446          Saving settings file "C:\Users\ankry\VirtualBox VMs\ubuntu\ubuntu.vbox" with version "1.19-windows"
00:15:41.439265          Finished saving settings file "C:\Users\ankry\VirtualBox VMs\ubuntu\ubuntu.vbox"
00:15:41.494611          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:15:46.447199          Launched VM: 1662095872 pid: 2448 (0x990) frontend: GUI/Qt name: ubuntu
